campaignName,adGroupName,campaignId,adGroupId,advertisedSku,new_campaignName,new_adGroupName,,,,,,,,,,,,
DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,508636322380435,370096620859838,LPM22AW0129HGBF2XLR2,DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,,,,,,,,,,,,
DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,508636322380435,370096620859838,LPM22AW0129DGGB2XLR2,DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,,,,,,,,,,,,
DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,508636322380435,370096620859838,LPM22AW0129LGGC2XLR2,DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,,,,,,,,,,,,
DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,508636322380435,370096620859838,LPM22AW0129BKBW2XLR2,DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,,,,,,,,,,,,
DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,508636322380435,370096620859838,LPM22AW0129BKGN00MR2,DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,,,,,,,,,,,,
DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,508636322380435,370096620859838,LPM20AW0079GBBL00MR2,DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,,,,,,,,,,,,
DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,508636322380435,370096620859838,LPM22AW0129DGGB00MR2,DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,,,,,,,,,,,,
DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,508636322380435,370096620859838,LPM20AW0079LGBG00LR2,DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,,,,,,,,,,,,
DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,508636322380435,370096620859838,LPM22AW0129DGGB00LR2,DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,,,,,,,,,,,,
DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,508636322380435,370096620859838,LPM22AW0129LGGC00LR2,DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,,,,,,,,,,,,
DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,508636322380435,370096620859838,LPM22AW0129DGGB00SR2,DeepBI_0502_M79 M95 - Manual,DeepBI_0502_M79 M95 - Manual,,,,,,,,,,,,
